"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Weekday"	"Weekday Code"	"Plurality or Multiple Birth"	"Plurality or Multiple Birth Code"	Births
	"2011"	"2011"	"April"	"4"	"Monday"	"2"	"Twin"	"2"	110
"Total"	"2011"	"2011"	"April"	"4"	"Monday"	"2"			2677
	"2011"	"2011"	"April"	"4"	"Tuesday"	"3"	"Single"	"1"	2810
	"2011"	"2011"	"April"	"4"	"Tuesday"	"3"	"Twin"	"2"	127
"Total"	"2011"	"2011"	"April"	"4"	"Tuesday"	"3"			2943
	"2011"	"2011"	"April"	"4"	"Wednesday"	"4"	"Single"	"1"	2767
	"2011"	"2011"	"April"	"4"	"Wednesday"	"4"	"Twin"	"2"	120
"Total"	"2011"	"2011"	"April"	"4"	"Wednesday"	"4"			2893
	"2011"	"2011"	"April"	"4"	"Thursday"	"5"	"Single"	"1"	2740
	"2011"	"2011"	"April"	"4"	"Thursday"	"5"	"Twin"	"2"	113
"Total"	"2011"	"2011"	"April"	"4"	"Thursday"	"5"			2856
	"2011"	"2011"	"April"	"4"	"Friday"	"6"	"Single"	"1"	3338
	"2011"	"2011"	"April"	"4"	"Friday"	"6"	"Twin"	"2"	128
"Total"	"2011"	"2011"	"April"	"4"	"Friday"	"6"			3466
	"2011"	"2011"	"April"	"4"	"Saturday"	"7"	"Single"	"1"	2477
	"2011"	"2011"	"April"	"4"	"Saturday"	"7"	"Twin"	"2"	72
"Total"	"2011"	"2011"	"April"	"4"	"Saturday"	"7"			2550
"Total"	"2011"	"2011"	"April"	"4"					19236
	"2011"	"2011"	"May"	"5"	"Sunday"	"1"	"Single"	"1"	2433
	"2011"	"2011"	"May"	"5"	"Sunday"	"1"	"Twin"	"2"	50
"Total"	"2011"	"2011"	"May"	"5"	"Sunday"	"1"			2483
	"2011"	"2011"	"May"	"5"	"Monday"	"2"	"Single"	"1"	3124
	"2011"	"2011"	"May"	"5"	"Monday"	"2"	"Twin"	"2"	109
"Total"	"2011"	"2011"	"May"	"5"	"Monday"	"2"			3242
	"2011"	"2011"	"May"	"5"	"Tuesday"	"3"	"Single"	"1"	3583
	"2011"	"2011"	"May"	"5"	"Tuesday"	"3"	"Twin"	"2"	199
"Total"	"2011"	"2011"	"May"	"5"	"Tuesday"	"3"			3788
	"2011"	"2011"	"May"	"5"	"Wednesday"	"4"	"Single"	"1"	2933
	"2011"	"2011"	"May"	"5"	"Wednesday"	"4"	"Twin"	"2"	86
"Total"	"2011"	"2011"	"May"	"5"	"Wednesday"	"4"			3028
	"2011"	"2011"	"May"	"5"	"Thursday"	"5"	"Single"	"1"	2797
	"2011"	"2011"	"May"	"5"	"Thursday"	"5"	"Twin"	"2"	94
"Total"	"2011"	"2011"	"May"	"5"	"Thursday"	"5"			2891
	"2011"	"2011"	"May"	"5"	"Friday"	"6"	"Single"	"1"	2778
	"2011"	"2011"	"May"	"5"	"Friday"	"6"	"Twin"	"2"	120
	"2011"	"2011"	"May"	"5"	"Friday"	"6"	"Triplet"	"3"	12
"Total"	"2011"	"2011"	"May"	"5"	"Friday"	"6"			2914
	"2011"	"2011"	"May"	"5"	"Saturday"	"7"	"Single"	"1"	2103
	"2011"	"2011"	"May"	"5"	"Saturday"	"7"	"Twin"	"2"	61
"Total"	"2011"	"2011"	"May"	"5"	"Saturday"	"7"			2168
"Total"	"2011"	"2011"	"May"	"5"					20514
	"2011"	"2011"	"June"	"6"	"Sunday"	"1"	"Single"	"1"	1921
	"2011"	"2011"	"June"	"6"	"Sunday"	"1"	"Twin"	"2"	39
"Total"	"2011"	"2011"	"June"	"6"	"Sunday"	"1"			1963
	"2011"	"2011"	"June"	"6"	"Monday"	"2"	"Single"	"1"	2715
	"2011"	"2011"	"June"	"6"	"Monday"	"2"	"Twin"	"2"	113
"Total"	"2011"	"2011"	"June"	"6"	"Monday"	"2"			2828
	"2011"	"2011"	"June"	"6"	"Tuesday"	"3"	"Single"	"1"	2958
	"2011"	"2011"	"June"	"6"	"Tuesday"	"3"	"Twin"	"2"	129
"Total"	"2011"	"2011"	"June"	"6"	"Tuesday"	"3"			3090
	"2011"	"2011"	"June"	"6"	"Wednesday"	"4"	"Single"	"1"	3691
	"2011"	"2011"	"June"	"6"	"Wednesday"	"4"	"Twin"	"2"	133
"Total"	"2011"	"2011"	"June"	"6"	"Wednesday"	"4"			3830
	"2011"	"2011"	"June"	"6"	"Thursday"	"5"	"Single"	"1"	3677
	"2011"	"2011"	"June"	"6"	"Thursday"	"5"	"Twin"	"2"	150
	"2011"	"2011"	"June"	"6"	"Thursday"	"5"	"Triplet"	"3"	11
"Total"	"2011"	"2011"	"June"	"6"	"Thursday"	"5"			3838
	"2011"	"2011"	"June"	"6"	"Friday"	"6"	"Single"	"1"	2965
	"2011"	"2011"	"June"	"6"	"Friday"	"6"	"Twin"	"2"	108
"Total"	"2011"	"2011"	"June"	"6"	"Friday"	"6"			3078
	"2011"	"2011"	"June"	"6"	"Saturday"	"7"	"Single"	"1"	2159
	"2011"	"2011"	"June"	"6"	"Saturday"	"7"	"Twin"	"2"	64
"Total"	"2011"	"2011"	"June"	"6"	"Saturday"	"7"			2223
"Total"	"2011"	"2011"	"June"	"6"					20850
	"2011"	"2011"	"July"	"7"	"Sunday"	"1"	"Single"	"1"	2496
	"2011"	"2011"	"July"	"7"	"Sunday"	"1"	"Twin"	"2"	88
"Total"	"2011"	"2011"	"July"	"7"	"Sunday"	"1"			2587
	"2011"	"2011"	"July"	"7"	"Monday"	"2"	"Single"	"1"	2526
	"2011"	"2011"	"July"	"7"	"Monday"	"2"	"Twin"	"2"	112
"Total"	"2011"	"2011"	"July"	"7"	"Monday"	"2"			2638
	"2011"	"2011"	"July"	"7"	"Tuesday"	"3"	"Single"	"1"	2910
	"2011"	"2011"	"July"	"7"	"Tuesday"	"3"	"Twin"	"2"	128
"Total"	"2011"	"2011"	"July"	"7"	"Tuesday"	"3"			3047
	"2011"	"2011"	"July"	"7"	"Wednesday"	"4"	"Single"	"1"	2948
	"2011"	"2011"	"July"	"7"	"Wednesday"	"4"	"Twin"	"2"	147
"Total"	"2011"	"2011"	"July"	"7"	"Wednesday"	"4"			3095
	"2011"	"2011"	"July"	"7"	"Thursday"	"5"	"Single"	"1"	2938
	"2011"	"2011"	"July"	"7"	"Thursday"	"5"	"Twin"	"2"	149
"Total"	"2011"	"2011"	"July"	"7"	"Thursday"	"5"			3090
	"2011"	"2011"	"July"	"7"	"Friday"	"6"	"Single"	"1"	3711
	"2011"	"2011"	"July"	"7"	"Friday"	"6"	"Twin"	"2"	193
"Total"	"2011"	"2011"	"July"	"7"	"Friday"	"6"			3913
	"2011"	"2011"	"July"	"7"	"Saturday"	"7"	"Single"	"1"	2782
	"2011"	"2011"	"July"	"7"	"Saturday"	"7"	"Twin"	"2"	70
"Total"	"2011"	"2011"	"July"	"7"	"Saturday"	"7"			2858
"Total"	"2011"	"2011"	"July"	"7"					21228
	"2011"	"2011"	"August"	"8"	"Sunday"	"1"	"Single"	"1"	1909
	"2011"	"2011"	"August"	"8"	"Sunday"	"1"	"Twin"	"2"	47
"Total"	"2011"	"2011"	"August"	"8"	"Sunday"	"1"			1961
	"2011"	"2011"	"August"	"8"	"Monday"	"2"	"Single"	"1"	3252
	"2011"	"2011"	"August"	"8"	"Monday"	"2"	"Twin"	"2"	137
"Total"	"2011"	"2011"	"August"	"8"	"Monday"	"2"			3395
	"2011"	"2011"	"August"	"8"	"Tuesday"	"3"	"Single"	"1"	3794
	"2011"	"2011"	"August"	"8"	"Tuesday"	"3"	"Twin"	"2"	159
"Total"	"2011"	"2011"	"August"	"8"	"Tuesday"	"3"			3954
	"2011"	"2011"	"August"	"8"	"Wednesday"	"4"	"Single"	"1"	3794
	"2011"	"2011"	"August"	"8"	"Wednesday"	"4"	"Twin"	"2"	130
"Total"	"2011"	"2011"	"August"	"8"	"Wednesday"	"4"			3932
	"2011"	"2011"	"August"	"8"	"Thursday"	"5"	"Single"	"1"	2953
	"2011"	"2011"	"August"	"8"	"Thursday"	"5"	"Twin"	"2"	112
"Total"	"2011"	"2011"	"August"	"8"	"Thursday"	"5"			3068
	"2011"	"2011"	"August"	"8"	"Friday"	"6"	"Single"	"1"	2805
	"2011"	"2011"	"August"	"8"	"Friday"	"6"	"Twin"	"2"	96
"Total"	"2011"	"2011"	"August"	"8"	"Friday"	"6"			2904
	"2011"	"2011"	"August"	"8"	"Saturday"	"7"	"Single"	"1"	2183
	"2011"	"2011"	"August"	"8"	"Saturday"	"7"	"Twin"	"2"	79
"Total"	"2011"	"2011"	"August"	"8"	"Saturday"	"7"			2265
"Total"	"2011"	"2011"	"August"	"8"					21479
	"2011"	"2011"	"September"	"9"	"Sunday"	"1"	"Single"	"1"	1855
	"2011"	"2011"	"September"	"9"	"Sunday"	"1"	"Twin"	"2"	72
"Total"	"2011"	"2011"	"September"	"9"	"Sunday"	"1"			1930
	"2011"	"2011"	"September"	"9"	"Monday"	"2"	"Single"	"1"	2561
	"2011"	"2011"	"September"	"9"	"Monday"	"2"	"Twin"	"2"	99
"Total"	"2011"	"2011"	"September"	"9"	"Monday"	"2"			2666
	"2011"	"2011"	"September"	"9"	"Tuesday"	"3"	"Single"	"1"	3030
	"2011"	"2011"	"September"	"9"	"Tuesday"	"3"	"Twin"	"2"	93
"Total"	"2011"	"2011"	"September"	"9"	"Tuesday"	"3"			3129
	"2011"	"2011"	"September"	"9"	"Wednesday"	"4"	"Single"	"1"	2991
	"2011"	"2011"	"September"	"9"	"Wednesday"	"4"	"Twin"	"2"	118
"Total"	"2011"	"2011"	"September"	"9"	"Wednesday"	"4"			3115
	"2011"	"2011"	"September"	"9"	"Thursday"	"5"	"Single"	"1"	3657
	"2011"	"2011"	"September"	"9"	"Thursday"	"5"	"Twin"	"2"	160
"Total"	"2011"	"2011"	"September"	"9"	"Thursday"	"5"			3820
	"2011"	"2011"	"September"	"9"	"Friday"	"6"	"Single"	"1"	3746
	"2011"	"2011"	"September"	"9"	"Friday"	"6"	"Twin"	"2"	166
"Total"	"2011"	"2011"	"September"	"9"	"Friday"	"6"			3925
	"2011"	"2011"	"September"	"9"	"Saturday"	"7"	"Single"	"1"	2216
	"2011"	"2011"	"September"	"9"	"Saturday"	"7"	"Twin"	"2"	65
"Total"	"2011"	"2011"	"September"	"9"	"Saturday"	"7"			2287
"Total"	"2011"	"2011"	"September"	"9"					20872
	"2011"	"2011"	"October"	"10"	"Sunday"	"1"	"Single"	"1"	2342
	"2011"	"2011"	"October"	"10"	"Sunday"	"1"	"Twin"	"2"	56
"Total"	"2011"	"2011"	"October"	"10"	"Sunday"	"1"			2401
	"2011"	"2011"	"October"	"10"	"Monday"	"2"	"Single"	"1"	3212
	"2011"	"2011"	"October"	"10"	"Monday"	"2"	"Twin"	"2"	111
"Total"	"2011"	"2011"	"October"	"10"	"Monday"	"2"			3323
	"2011"	"2011"	"October"	"10"	"Tuesday"	"3"	"Single"	"1"	2871
	"2011"	"2011"	"October"	"10"	"Tuesday"	"3"	"Twin"	"2"	129
"Total"	"2011"	"2011"	"October"	"10"	"Tuesday"	"3"			3006
	"2011"	"2011"	"October"	"10"	"Wednesday"	"4"	"Single"	"1"	2773
	"2011"	"2011"	"October"	"10"	"Wednesday"	"4"	"Twin"	"2"	111
"Total"	"2011"	"2011"	"October"	"10"	"Wednesday"	"4"			2890
	"2011"	"2011"	"October"	"10"	"Thursday"	"5"	"Single"	"1"	2742
	"2011"	"2011"	"October"	"10"	"Thursday"	"5"	"Twin"	"2"	126
	"2011"	"2011"	"October"	"10"	"Thursday"	"5"	"Triplet"	"3"	12
"Total"	"2011"	"2011"	"October"	"10"	"Thursday"	"5"			2880
	"2011"	"2011"	"October"	"10"	"Friday"	"6"	"Single"	"1"	2705
	"2011"	"2011"	"October"	"10"	"Friday"	"6"	"Twin"	"2"	123
	"2011"	"2011"	"October"	"10"	"Friday"	"6"	"Triplet"	"3"	12
"Total"	"2011"	"2011"	"October"	"10"	"Friday"	"6"			2840
	"2011"	"2011"	"October"	"10"	"Saturday"	"7"	"Single"	"1"	2584
	"2011"	"2011"	"October"	"10"	"Saturday"	"7"	"Twin"	"2"	86
"Total"	"2011"	"2011"	"October"	"10"	"Saturday"	"7"			2674
"Total"	"2011"	"2011"	"October"	"10"					20014
	"2011"	"2011"	"November"	"11"	"Sunday"	"1"	"Single"	"1"	1867
	"2011"	"2011"	"November"	"11"	"Sunday"	"1"	"Twin"	"2"	48
"Total"	"2011"	"2011"	"November"	"11"	"Sunday"	"1"			1916
	"2011"	"2011"	"November"	"11"	"Monday"	"2"	"Single"	"1"	2607
	"2011"	"2011"	"November"	"11"	"Monday"	"2"	"Twin"	"2"	110
"Total"	"2011"	"2011"	"November"	"11"	"Monday"	"2"			2720
	"2011"	"2011"	"November"	"11"	"Tuesday"	"3"	"Single"	"1"	3698
	"2011"	"2011"	"November"	"11"	"Tuesday"	"3"	"Twin"	"2"	182
	"2011"	"2011"	"November"	"11"	"Tuesday"	"3"	"Triplet"	"3"	12
"Total"	"2011"	"2011"	"November"	"11"	"Tuesday"	"3"			3892
	"2011"	"2011"	"November"	"11"	"Wednesday"	"4"	"Single"	"1"	3483
	"2011"	"2011"	"November"	"11"	"Wednesday"	"4"	"Twin"	"2"	154
	"2011"	"2011"	"November"	"11"	"Wednesday"	"4"	"Triplet"	"3"	12
"Total"	"2011"	"2011"	"November"	"11"	"Wednesday"	"4"			3653
	"2011"	"2011"	"November"	"11"	"Thursday"	"5"	"Single"	"1"	2560
	"2011"	"2011"	"November"	"11"	"Thursday"	"5"	"Twin"	"2"	79
"Total"	"2011"	"2011"	"November"	"11"	"Thursday"	"5"			2645
	"2011"	"2011"	"November"	"11"	"Friday"	"6"	"Single"	"1"	2651
	"2011"	"2011"	"November"	"11"	"Friday"	"6"	"Twin"	"2"	134
"Total"	"2011"	"2011"	"November"	"11"	"Friday"	"6"			2791
	"2011"	"2011"	"November"	"11"	"Saturday"	"7"	"Single"	"1"	2052
	"2011"	"2011"	"November"	"11"	"Saturday"	"7"	"Twin"	"2"	67
"Total"	"2011"	"2011"	"November"	"11"	"Saturday"	"7"			2123
"Total"	"2011"	"2011"	"November"	"11"					19740
	"2011"	"2011"	"December"	"12"	"Sunday"	"1"	"Single"	"1"	1683
	"2011"	"2011"	"December"	"12"	"Sunday"	"1"	"Twin"	"2"	44
"Total"	"2011"	"2011"	"December"	"12"	"Sunday"	"1"			1735
	"2011"	"2011"	"December"	"12"	"Monday"	"2"	"Single"	"1"	2409
	"2011"	"2011"	"December"	"12"	"Monday"	"2"	"Twin"	"2"	102
"Total"	"2011"	"2011"	"December"	"12"	"Monday"	"2"			2517
	"2011"	"2011"	"December"	"12"	"Tuesday"	"3"	"Single"	"1"	2886
	"2011"	"2011"	"December"	"12"	"Tuesday"	"3"	"Twin"	"2"	106
"Total"	"2011"	"2011"	"December"	"12"	"Tuesday"	"3"			2992
	"2011"	"2011"	"December"	"12"	"Wednesday"	"4"	"Single"	"1"	2728
	"2011"	"2011"	"December"	"12"	"Wednesday"	"4"	"Twin"	"2"	101
"Total"	"2011"	"2011"	"December"	"12"	"Wednesday"	"4"			2835
	"2011"	"2011"	"December"	"12"	"Thursday"	"5"	"Single"	"1"	3449
	"2011"	"2011"	"December"	"12"	"Thursday"	"5"	"Twin"	"2"	122
"Total"	"2011"	"2011"	"December"	"12"	"Thursday"	"5"			3577
	"2011"	"2011"	"December"	"12"	"Friday"	"6"	"Single"	"1"	3294
	"2011"	"2011"	"December"	"12"	"Friday"	"6"	"Twin"	"2"	170
"Total"	"2011"	"2011"	"December"	"12"	"Friday"	"6"			3470
	"2011"	"2011"	"December"	"12"	"Saturday"	"7"	"Single"	"1"	2457
	"2011"	"2011"	"December"	"12"	"Saturday"	"7"	"Twin"	"2"	80
"Total"	"2011"	"2011"	"December"	"12"	"Saturday"	"7"			2540
"Total"	"2011"	"2011"	"December"	"12"					19666
"Total"	"2011"	"2011"							241312
	"2012"	"2012"	"January"	"1"	"Sunday"	"1"	"Single"	"1"	2239
	"2012"	"2012"	"January"	"1"	"Sunday"	"1"	"Twin"	"2"	71
"Total"	"2012"	"2012"	"January"	"1"	"Sunday"	"1"			2313
	"2012"	"2012"	"January"	"1"	"Monday"	"2"	"Single"	"1"	2824
	"2012"	"2012"	"January"	"1"	"Monday"	"2"	"Twin"	"2"	113
"Total"	"2012"	"2012"	"January"	"1"	"Monday"	"2"			2945
	"2012"	"2012"	"January"	"1"	"Tuesday"	"3"	"Single"	"1"	3418
	"2012"	"2012"	"January"	"1"	"Tuesday"	"3"	"Twin"	"2"	134
"Total"	"2012"	"2012"	"January"	"1"	"Tuesday"	"3"			3557
	"2012"	"2012"	"January"	"1"	"Wednesday"	"4"	"Single"	"1"	2670
	"2012"	"2012"	"January"	"1"	"Wednesday"	"4"	"Twin"	"2"	113
"Total"	"2012"	"2012"	"January"	"1"	"Wednesday"	"4"			2786
	"2012"	"2012"	"January"	"1"	"Thursday"	"5"	"Single"	"1"	2722
	"2012"	"2012"	"January"	"1"	"Thursday"	"5"	"Twin"	"2"	136
"Total"	"2012"	"2012"	"January"	"1"	"Thursday"	"5"			2858
	"2012"	"2012"	"January"	"1"	"Friday"	"6"	"Single"	"1"	2713
	"2012"	"2012"	"January"	"1"	"Friday"	"6"	"Twin"	"2"	127
"Total"	"2012"	"2012"	"January"	"1"	"Friday"	"6"			2846
	"2012"	"2012"	"January"	"1"	"Saturday"	"7"	"Single"	"1"	2056
	"2012"	"2012"	"January"	"1"	"Saturday"	"7"	"Twin"	"2"	48
"Total"	"2012"	"2012"	"January"	"1"	"Saturday"	"7"			2110
"Total"	"2012"	"2012"	"January"	"1"					19415
	"2012"	"2012"	"February"	"2"	"Sunday"	"1"	"Single"	"1"	1755
	"2012"	"2012"	"February"	"2"	"Sunday"	"1"	"Twin"	"2"	47
"Total"	"2012"	"2012"	"February"	"2"	"Sunday"	"1"			1802
	"2012"	"2012"	"February"	"2"	"Monday"	"2"	"Single"	"1"	2380
	"2012"	"2012"	"February"	"2"	"Monday"	"2"	"Twin"	"2"	91
"Total"	"2012"	"2012"	"February"	"2"	"Monday"	"2"			2474
	"2012"	"2012"	"February"	"2"	"Tuesday"	"3"	"Single"	"1"	2738
	"2012"	"2012"	"February"	"2"	"Tuesday"	"3"	"Twin"	"2"	111
	"2012"	"2012"	"February"	"2"	"Tuesday"	"3"	"Triplet"	"3"	12
"Total"	"2012"	"2012"	"February"	"2"	"Tuesday"	"3"			2861
	"2012"	"2012"	"February"	"2"	"Wednesday"	"4"	"Single"	"1"	3354
	"2012"	"2012"	"February"	"2"	"Wednesday"	"4"	"Twin"	"2"	163
"Total"	"2012"	"2012"	"February"	"2"	"Wednesday"	"4"			3520
	"2012"	"2012"	"February"	"2"	"Thursday"	"5"	"Single"	"1"	2633
	"2012"	"2012"	"February"	"2"	"Thursday"	"5"	"Twin"	"2"	128
"Total"	"2012"	"2012"	"February"	"2"	"Thursday"	"5"			2764
	"2012"	"2012"	"February"	"2"	"Friday"	"6"	"Single"	"1"	2765
	"2012"	"2012"	"February"	"2"	"Friday"	"6"	"Twin"	"2"	112
"Total"	"2012"	"2012"	"February"	"2"	"Friday"	"6"			2880
	"2012"	"2012"	"February"	"2"	"Saturday"	"7"	"Single"	"1"	2062
	"2012"	"2012"	"February"	"2"	"Saturday"	"7"	"Twin"	"2"	73
"Total"	"2012"	"2012"	"February"	"2"	"Saturday"	"7"			2138
"Total"	"2012"	"2012"	"February"	"2"					18439
	"2012"	"2012"	"March"	"3"	"Sunday"	"1"	"Single"	"1"	1822
	"2012"	"2012"	"March"	"3"	"Sunday"	"1"	"Twin"	"2"	45
	"2012"	"2012"	"March"	"3"	"Sunday"	"1"	"Triplet"	"3"	12
"Total"	"2012"	"2012"	"March"	"3"	"Sunday"	"1"			1883
	"2012"	"2012"	"March"	"3"	"Monday"	"2"	"Single"	"1"	2593
	"2012"	"2012"	"March"	"3"	"Monday"	"2"	"Twin"	"2"	105
"Total"	"2012"	"2012"	"March"	"3"	"Monday"	"2"			2705
	"2012"	"2012"	"March"	"3"	"Tuesday"	"3"	"Single"	"1"	2802
	"2012"	"2012"	"March"	"3"	"Tuesday"	"3"	"Twin"	"2"	126
"Total"	"2012"	"2012"	"March"	"3"	"Tuesday"	"3"			2931
	"2012"	"2012"	"March"	"3"	"Wednesday"	"4"	"Single"	"1"	2718
	"2012"	"2012"	"March"	"3"	"Wednesday"	"4"	"Twin"	"2"	99
"Total"	"2012"	"2012"	"March"	"3"	"Wednesday"	"4"			2817
	"2012"	"2012"	"March"	"3"	"Thursday"	"5"	"Single"	"1"	3267
	"2012"	"2012"	"March"	"3"	"Thursday"	"5"	"Twin"	"2"	134
"Total"	"2012"	"2012"	"March"	"3"	"Thursday"	"5"			3414
	"2012"	"2012"	"March"	"3"	"Friday"	"6"	"Single"	"1"	3360
	"2012"	"2012"	"March"	"3"	"Friday"	"6"	"Twin"	"2"	135
"Total"	"2012"	"2012"	"March"	"3"	"Friday"	"6"			3495
	"2012"	"2012"	"March"	"3"	"Saturday"	"7"	"Single"	"1"	2419
	"2012"	"2012"	"March"	"3"	"Saturday"	"7"	"Twin"	"2"	73
"Total"	"2012"	"2012"	"March"	"3"	"Saturday"	"7"			2495
"Total"	"2012"	"2012"	"March"	"3"					19740
	"2012"	"2012"	"April"	"4"	"Sunday"	"1"	"Single"	"1"	2238
	"2012"	"2012"	"April"	"4"	"Sunday"	"1"	"Twin"	"2"	72
"Total"	"2012"	"2012"	"April"	"4"	"Sunday"	"1"			2310
	"2012"	"2012"	"April"	"4"	"Monday"	"2"	"Single"	"1"	3113
	"2012"	"2012"	"April"	"4"	"Monday"	"2"	"Twin"	"2"	149
"Total"	"2012"	"2012"	"April"	"4"	"Monday"	"2"			3265
	"2012"	"2012"	"April"	"4"	"Tuesday"	"3"	"Single"	"1"	2762
	"2012"	"2012"	"April"	"4"	"Tuesday"	"3"	"Twin"	"2"	121
"Total"	"2012"	"2012"	"April"	"4"	"Tuesday"	"3"			2883
	"2012"	"2012"	"April"	"4"	"Wednesday"	"4"	"Single"	"1"	2820
	"2012"	"2012"	"April"	"4"	"Wednesday"	"4"	"Twin"	"2"	111
"Total"	"2012"	"2012"	"April"	"4"	"Wednesday"	"4"			2931
	"2012"	"2012"	"April"	"4"	"Thursday"	"5"	"Single"	"1"	2713
	"2012"	"2012"	"April"	"4"	"Thursday"	"5"	"Twin"	"2"	110
"Total"	"2012"	"2012"	"April"	"4"	"Thursday"	"5"			2823
	"2012"	"2012"	"April"	"4"	"Friday"	"6"	"Single"	"1"	2528
	"2012"	"2012"	"April"	"4"	"Friday"	"6"	"Twin"	"2"	101
	"2012"	"2012"	"April"	"4"	"Friday"	"6"	"Triplet"	"3"	18
"Total"	"2012"	"2012"	"April"	"4"	"Friday"	"6"			2647
	"2012"	"2012"	"April"	"4"	"Saturday"	"7"	"Single"	"1"	1980
	"2012"	"2012"	"April"	"4"	"Saturday"	"7"	"Twin"	"2"	66
"Total"	"2012"	"2012"	"April"	"4"	"Saturday"	"7"			2051
"Total"	"2012"	"2012"	"April"	"4"					18910
	"2012"	"2012"	"May"	"5"	"Sunday"	"1"	"Single"	"1"	1867
	"2012"	"2012"	"May"	"5"	"Sunday"	"1"	"Twin"	"2"	65
"Total"	"2012"	"2012"	"May"	"5"	"Sunday"	"1"			1932
	"2012"	"2012"	"May"	"5"	"Monday"	"2"	"Single"	"1"	2480
	"2012"	"2012"	"May"	"5"	"Monday"	"2"	"Twin"	"2"	106
"Total"	"2012"	"2012"	"May"	"5"	"Monday"	"2"			2586
	"2012"	"2012"	"May"	"5"	"Tuesday"	"3"	"Single"	"1"	3539
	"2012"	"2012"	"May"	"5"	"Tuesday"	"3"	"Twin"	"2"	143
"Total"	"2012"	"2012"	"May"	"5"	"Tuesday"	"3"			3687
	"2012"	"2012"	"May"	"5"	"Wednesday"	"4"	"Single"	"1"	3497
	"2012"	"2012"	"May"	"5"	"Wednesday"	"4"	"Twin"	"2"	131
"Total"	"2012"	"2012"	"May"	"5"	"Wednesday"	"4"			3637
	"2012"	"2012"	"May"	"5"	"Thursday"	"5"	"Single"	"1"	3517
	"2012"	"2012"	"May"	"5"	"Thursday"	"5"	"Twin"	"2"	127
"Total"	"2012"	"2012"	"May"	"5"	"Thursday"	"5"			3647
	"2012"	"2012"	"May"	"5"	"Friday"	"6"	"Single"	"1"	2637
	"2012"	"2012"	"May"	"5"	"Friday"	"6"	"Twin"	"2"	120
"Total"	"2012"	"2012"	"May"	"5"	"Friday"	"6"			2763
	"2012"	"2012"	"May"	"5"	"Saturday"	"7"	"Single"	"1"	2024
	"2012"	"2012"	"May"	"5"	"Saturday"	"7"	"Twin"	"2"	84
"Total"	"2012"	"2012"	"May"	"5"	"Saturday"	"7"			2108
"Total"	"2012"	"2012"	"May"	"5"					20360
	"2012"	"2012"	"June"	"6"	"Sunday"	"1"	"Single"	"1"	1841
	"2012"	"2012"	"June"	"6"	"Sunday"	"1"	"Twin"	"2"	37
"Total"	"2012"	"2012"	"June"	"6"	"Sunday"	"1"			1881
	"2012"	"2012"	"June"	"6"	"Monday"	"2"	"Single"	"1"	2699
	"2012"	"2012"	"June"	"6"	"Monday"	"2"	"Twin"	"2"	119
"Total"	"2012"	"2012"	"June"	"6"	"Monday"	"2"			2824
	"2012"	"2012"	"June"	"6"	"Tuesday"	"3"	"Single"	"1"	2894
	"2012"	"2012"	"June"	"6"	"Tuesday"	"3"	"Twin"	"2"	115
"Total"	"2012"	"2012"	"June"	"6"	"Tuesday"	"3"			3016
	"2012"	"2012"	"June"	"6"	"Wednesday"	"4"	"Single"	"1"	2781
	"2012"	"2012"	"June"	"6"	"Wednesday"	"4"	"Twin"	"2"	90
"Total"	"2012"	"2012"	"June"	"6"	"Wednesday"	"4"			2871
	"2012"	"2012"	"June"	"6"	"Thursday"	"5"	"Single"	"1"	2803
	"2012"	"2012"	"June"	"6"	"Thursday"	"5"	"Twin"	"2"	137
"Total"	"2012"	"2012"	"June"	"6"	"Thursday"	"5"			2946
	"2012"	"2012"	"June"	"6"	"Friday"	"6"	"Single"	"1"	3649
	"2012"	"2012"	"June"	"6"	"Friday"	"6"	"Twin"	"2"	144
"Total"	"2012"	"2012"	"June"	"6"	"Friday"	"6"			3801
	"2012"	"2012"	"June"	"6"	"Saturday"	"7"	"Single"	"1"	2643
	"2012"	"2012"	"June"	"6"	"Saturday"	"7"	"Twin"	"2"	51
"Total"	"2012"	"2012"	"June"	"6"	"Saturday"	"7"			2699
"Total"	"2012"	"2012"	"June"	"6"					20038
	"2012"	"2012"	"July"	"7"	"Sunday"	"1"	"Single"	"1"	2386
	"2012"	"2012"	"July"	"7"	"Sunday"	"1"	"Twin"	"2"	76
"Total"	"2012"	"2012"	"July"	"7"	"Sunday"	"1"			2465
	"2012"	"2012"	"July"	"7"	"Monday"	"2"	"Single"	"1"	3325
	"2012"	"2012"	"July"	"7"	"Monday"	"2"	"Twin"	"2"	165
"Total"	"2012"	"2012"	"July"	"7"	"Monday"	"2"			3496
	"2012"	"2012"	"July"	"7"	"Tuesday"	"3"	"Single"	"1"	3795
	"2012"	"2012"	"July"	"7"	"Tuesday"	"3"	"Twin"	"2"	127
"Total"	"2012"	"2012"	"July"	"7"	"Tuesday"	"3"			3930
	"2012"	"2012"	"July"	"7"	"Wednesday"	"4"	"Single"	"1"	2683
	"2012"	"2012"	"July"	"7"	"Wednesday"	"4"	"Twin"	"2"	102
"Total"	"2012"	"2012"	"July"	"7"	"Wednesday"	"4"			2788
	"2012"	"2012"	"July"	"7"	"Thursday"	"5"	"Single"	"1"	2890
	"2012"	"2012"	"July"	"7"	"Thursday"	"5"	"Twin"	"2"	113
